Gene Start (bp),Gene End (bp),Chromosome Name,HGNC symbol,
100550135,100567071,12,GOLGA2B,
9448180,9458885,Y,RBMY3AP,
32867710,32868716,1,GAPDHP20,
31160511,31162263,HSCHR6_MHC_COX,,
90007677,90008145,2,IGKV1D-27,
31234395,31237566,HSCHR6_MHC_COX,,
31239129,31240331,HSCHR6_MHC_COX,RPL3P2,
90024732,90025512,2,IGKV2D-26,
32888815,32892390,1,,
33235605,33236122,HSCHR6_MHC_QBL,MYL8P,
33183335,33190838,1,,
9461792,9463961,Y,TSPY25P,
33445543,33446073,1,,
31246323,31247777,HSCHR6_MHC_COX,WASF5P,
90028797,90029031,2,IGKV3D-25,
90043607,90044439,2,IGKV2D-24,
33262169,33262864,HSCHR6_MHC_QBL,LYPLA2P1,
33452553,33453834,1,,
9477858,9478325,Y,TSPY16P,
31266627,31267361,HSCHR6_MHC_COX,,
33452676,33498070,1,,
90048212,90048737,2,IGKV2D-23,
33285981,33286082,HSCHR6_MHC_QBL,,
9502838,9506619,Y,,
33764975,33766320,1,,
90049551,90049994,2,IGKV1D-22,
31324608,31325154,HSCHR6_MHC_COX,DHFRP2,
33772367,33778491,1,A3GALT2P,
131534219,131534530,2,,
33296657,33297154,HSCHR6_MHC_QBL,,
90060377,90060995,2,IGKV6D-21,
101621919,101622654,12,,
9528709,9531566,Y,TTTY8,
33780296,33791644,1,,
101818219,101818469,12,RPS27P23,
33815953,33828846,1,,
102329994,102330452,12,,
131588551,131594567,2,,
90077680,90078311,2,IGKV3D-20,
104424771,104425321,12,,
33306984,33307829,HSCHR6_MHC_QBL,,
33931850,33934555,1,TLR12P,
104659056,104659669,12,,
33977608,33978343,1,,
90085628,90085889,2,IGKV2D-19,
34304122,34305741,1,HSPD1P14,
131935191,131936519,2,NEK2P4,
90091427,90092218,2,IGKV2D-18,
131938726,131938942,2,,
34334554,34351059,1,,
105724414,105765296,12,C12orf75,
131947407,131955066,2,NF1P8,
90108504,90109080,2,IGKV6D-41,
31335649,31336251,HSCHR6_MHC_COX,,
31338654,31339080,HSCHR6_MHC_COX,,
31340324,31340538,HSCHR6_MHC_COX,,
90121477,90122133,2,IGKV1D-17,
9544433,9552871,Y,TTTY7B,
131958715,131960514,2,,
131975976,132022250,2,POTEE,
90139078,90139580,2,IGKV1D-16,
35227027,35253698,1,,
132054416,132066641,2,,
35316295,35317156,1,,
90153696,90154258,2,IGKV3D-15,
31399874,31405174,HSCHR6_MHC_COX,,
107304535,107304887,12,,
35439957,35450914,1,,
31418402,31421036,HSCHR6_MHC_COX,HCP5,
108113376,108113910,12,,
90160638,90161416,2,IGKV2D-14,
132056793,132058017,2,,
109490155,109491757,12,,
132085749,132088430,2,,
90192768,90193424,2,IGKV1D-13,
9555262,9558905,Y,TTTY21,
35519069,35524872,1,,
109541772,109545809,12,,
132109787,132110812,2,,
90198535,90199190,2,IGKV1D-12,
9578193,9596085,Y,TTTY2,
132118066,132121731,2,,
109549023,109563369,12,,
35587623,35588085,1,,
31474726,31475537,HSCHR6_MHC_COX,,
35816323,35817208,1,,
90211643,90212253,2,IGKV3D-11,
31483349,31483928,HSCHR6_MHC_COX,RPL15P4,
35824423,35831678,1,,
109791888,109797293,12,,
132126635,132127284,2,,
9590765,9611898,Y,TTTY1,
132127358,132127874,2,MTND6P10,
90218730,90219428,2,IGKV2D-10,
109883215,109885302,12,,
31497536,31498370,HSCHR6_MHC_COX,,
35975343,35977039,1,,
132127994,132129648,2,,
110171971,110211313,12,,
9638762,9650854,Y,TTTY22,
90229045,90229531,2,IGKV1D-42,
9650924,9655122,Y,,
90248739,90249395,2,IGKV1D-43,
132129867,132131223,2,,
132137726,132138486,2,,
31566274,31566547,HSCHR6_MHC_COX,,
110297572,110298225,12,,
36035414,36043330,1,,
90259593,90260248,2,IGKV1D-8,
110318481,110326272,12,,
31613520,31615911,HSCHR6_MHC_COX,,
132138489,132139163,2,,
110898793,110899167,12,,
132139413,132140070,2,,
9669027,9684305,Y,RBMY2NP,
111279361,111280191,12,,
36057977,36059256,1,,
132140216,132141634,2,,
90273679,90274235,2,IGKV3D-7,
31719469,31720748,HSCHR6_MHC_COX,,
112277571,112280706,12,C12orf47,
36204990,36209177,1,,
31839088,31839381,HSCHR6_MHC_COX,,
132142034,132143063,2,,
36545921,36546923,1,,
31889778,31897053,HSCHR6_MHC_COX,,
132143273,132143810,2,,
9707273,9708390,Y,TSPY18P,
36546712,36547923,1,,
141999017,141999300,7,TRBV1,
31948953,31952482,HSCHR6_MHC_COX,,
36707499,36707757,1,,
112277571,112279211,12,,
9743204,9745748,Y,TSPY13P,
37095936,37096458,1,FTLP18,
132152790,132153115,2,,
142000747,142001255,7,TRBV2,
132160474,132166622,2,,
32241597,32242556,HSCHR6_MHC_COX,,
37238741,37241369,1,,
9748407,9749571,Y,TTTY23,
37728340,37790701,1,,
132181370,132182440,2,GNAQP1,
32306512,32309680,HSCHR6_MHC_COX,HCG23,
112317167,112318048,12,,
142008365,142008871,7,TRBV3-1,
132200167,132202467,2,,
37796453,37796568,1,,
112337067,112339195,12,ADAM1,
9789162,9797032,Y,RBMY2OP,
37920480,37940012,1,,
112364822,112366821,12,,
32375803,32389501,HSCHR6_MHC_COX,,
132218533,132219150,2,RHOQP2,
142013007,142013489,7,TRBV4-1,
38010364,38010895,1,FTH1P1,
112739677,112740467,12,,
9860098,9871796,Y,RBMY2QP,
132250386,132279145,2,,
113491867,113492240,12,,
38021843,38022108,1,,
32450947,32465488,HSCHR6_MHC_COX,,
113596556,113596917,12,,
142020496,142021363,7,TRBV5-1,
114845996,114850636,12,,
38242342,38245090,1,,
9873804,9875984,Y,TSPY20P,
32550723,32551572,HSCHR6_MHC_COX,,
142028121,142028610,7,TRBV6-1,
38248129,38248557,1,,
9925635,9927195,Y,,
38265392,38266551,1,,
32550729,32553324,HSCHR6_MHC_COX,,
142032006,142032527,7,TRBV7-1,
38306658,38307348,1,,
116030409,116030788,12,,
32597337,32598168,HSCHR6_MHC_COX,MTCO3P1,
38326369,38327252,1,,
116971227,116974323,12,NCRNA00173,
9928411,9928816,Y,,
38512986,38584697,1,,
142045252,142045816,7,TRBV4-2,
10007397,10007923,Y,,
32609187,32610017,HSCHR6_MHC_COX,,
142099455,142099977,7,TRBV7-8,
38546248,38546585,1,,
117193200,117193679,12,,
117346117,117346432,12,,
38674706,38680439,1,,
10009199,10010334,Y,,
117890817,117894791,12,,
142104121,142104553,7,TRBV6-9,
38940868,38942156,1,,
10011462,10011816,Y,PCMTD1P1,
118327259,118328813,12,,
10027986,10029907,Y,CDC27P2,
39174626,39176564,1,,
142111393,142111859,7,TRBV5-7,
118683877,118684807,12,RPS2P5,
32621915,32622852,HSCHR6_MHC_COX,,
132292760,132294561,2,,
39325672,39385068,1,,
10036113,10036711,Y,RN18S1,
119083120,119086529,12,,
142119820,142120321,7,TRBV7-7,
32734187,32736596,HSCHR6_MHC_COX,,
119175769,119176316,12,RPL17P37,
132349325,132384839,2,POTEKP,
119196559,119199484,12,,
39423947,39424597,1,,
142124137,142124565,7,TRBV6-8,
39715510,39723321,1,,
119210837,119212942,12,,
142131412,142131918,7,TRBV5-6,
39769966,39770570,1,,
119256609,119271341,12,,
39980628,39982162,1,OXCT2P1,
142139278,142139815,7,TRBV7-6,
119287159,119346735,12,,
13901758,13903233,Y,RCC2P1,
39987952,40011859,1,,
132394598,132407188,2,,
14043242,14044475,Y,ASS1P6,
119438581,119439647,12,,
14365457,14366162,Y,RPS24P1,
142143652,142144084,7,TRBV6-7,
119468844,119554766,12,,
14373025,14378737,Y,ARSFP1,
132480826,132481852,2,,
119611870,119614289,12,,
14442350,14443562,Y,FAM8A4P,
132534140,132534601,2,,
14460540,14468218,Y,ARSEP1,
119619853,119621064,12,,
142148928,142149399,7,TRBV5-5,
132587374,132589604,2,,
32769272,32769949,HSCHR6_MHC_COX,,
119632655,119633199,12,,
119663639,119696822,12,,
132591356,132594105,2,,
142157378,142157849,7,TRBV7-5,
14465804,14468226,Y,,
132715850,132723108,2,,
39997510,40024379,1,PPIEL,
142161931,142162407,7,TRBV6-6,
119825792,120105884,12,,
32786513,32786587,HSCHR6_MHC_COX,,
132722304,132737446,2,,
14474827,14499123,Y,ARSDP1,
40030832,40038875,1,,
132741510,132751734,2,,
32860414,32860928,HSCHR6_MHC_COX,,
132795360,132795566,2,,
142168380,142169045,7,TRBV5-4,
120397228,120397558,12,RPL35AP30,
40099088,40099575,1,,
32969203,32969612,HSCHR6_MHC_COX,RPL32P1,
132844862,132860137,2,,
120494839,120494984,12,,
40183700,40184268,1,,
14551845,14619171,Y,XGPY,
132890429,132897002,2,,
40261515,40261668,1,,
142176329,142176790,7,TRBV7-4,
120639094,120650941,12,,
32981428,32987014,HSCHR6_MHC_COX,,
40363417,40364770,1,,
133019901,133020615,2,CDC27P1,
14649708,14656818,Y,SHROOM2P1,
40428352,40429076,1,,
133043368,133051950,2,,
142180515,142181016,7,TRBV6-5,
40598434,40599121,1,,
32993451,32997006,HSCHR6_MHC_COX,COL11A2P,
133066882,133076309,2,ZNF806,
142190638,142191080,7,TRBV12-2,
40728344,40728656,1,,
14730915,14746333,Y,MED14P1,
40747986,40749177,1,,
133110240,133112412,2,FAM201B,
14774265,14804162,Y,TTTY15,
40798748,40799230,1,,
142206511,142207011,7,TRBV10-2,
40830440,40830854,1,,
133246129,133246661,2,,
40958829,40974333,1,,
133418099,133424563,2,,
120685263,120685594,12,RPS20P31,
40980133,40980729,1,,
33002124,33018445,HSCHR6_MHC_COX,,
142216290,142216732,7,TRBV12-1,
133668669,133668834,2,,
120719940,120720632,12,NME2P1,
40981426,40982846,1,,
133673130,133689067,2,,
142223820,142224284,7,TRBV11-1,
41029206,41029331,1,,
120807243,120809491,12,RPS27P25,
134022540,134042334,2,,
33020575,33032712,HSCHR6_MHC_COX,,
41059305,41060025,1,GTF2F2P2,
14913906,14915763,Y,CDY4P,
142231573,142232090,7,TRBV10-1,
41134761,41153260,1,,
120827349,120833797,12,,
33034177,33037170,HSCHR6_MHC_COX,HCG24,
134189237,134191468,2,,
120888239,120888606,12,,
41329586,41342342,1,,
120960467,120961246,12,RPL29P24,
134311886,134315798,2,,
15042075,15060090,Y,CASKP1,
41403776,41405435,1,,
135077225,135077649,2,,
142239537,142240058,7,TRBV9,
121031818,121032351,12,RPL11P5,
135213767,135214178,2,,
121067908,121079394,12,,
33105108,33105731,HSCHR6_MHC_COX,,
135493034,135676280,2,,
41407924,41408188,1,,
33127218,33129109,HSCHR6_MHC_COX,,
142242281,142242747,7,TRBV5-3,
121134927,121137344,12,,
41564308,41564800,1,,
142245303,142245572,7,TRBV8-2,
15195704,15207719,Y,SFPQP1,
41708045,41750533,1,,
121159310,121161442,12,,
121178273,121199395,12,,
142247109,142247615,7,TRBV7-3,
135554739,135555449,2,,
121282913,121283450,12,,
121352203,121352926,12,CLIC1P1,
33138933,33144388,HSCHR6_MHC_COX,HCG25,
135573932,135574159,2,,
121354548,121355039,12,RPL12P33,
41730220,41730534,1,,
136268116,136269513,2,,
121406416,121418768,12,C21orf81,
142250703,142251158,7,TRBV6-4,
41840676,41841341,1,,
136577761,136580657,2,,
42001114,42001539,1,,
142259059,142259331,7,TRBV5-2,
15342765,15343320,Y,DPPA2P1,
42007739,42010258,1,,
136655525,136656548,2,,
142273056,142273334,7,TRBV8-1,
15398518,15399258,Y,PSMA6P1,
121517645,121517927,12,,
42506268,42507400,1,,
136742746,136774099,2,,
15863536,16027704,Y,KALP,
121545023,121545293,12,,
42606307,42607050,1,,
142326363,142327046,7,TRBV19,
121586813,121586912,12,,
122018697,122031409,12,,
42801057,42804047,1,,
122217514,122241309,12,,
142334163,142334913,7,TRBV20-1,
42878069,42878465,1,,
42957410,42958164,1,,
33228367,33228884,HSCHR6_MHC_COX,MYL8P,
42965876,42966067,1,TMSB4XP1,
142344427,142344887,7,TRBV21-1,
136835462,136836083,2,,
33254935,33255630,HSCHR6_MHC_COX,LYPLA2P1,
122294165,122294965,12,,
136956684,136958073,2,,
15863673,15970474,Y,,
142349249,142349699,7,TRBV22-1,
43036627,43037034,1,,
122337854,122338900,12,,
137087011,137087483,2,UBBP1,
16192955,16198480,Y,PNPLA4P1,
43144406,43147325,1,,
122445340,122457920,12,,
142353468,142353964,7,TRBV23-1,
137302282,137303112,2,,
16388092,16389369,Y,,
43221886,43222881,1,,
122501212,122506522,12,,
138636324,138683977,2,,
16750976,16752238,Y,AGKP1,
43241484,43242461,1,,
16905522,16915913,Y,NLGN4Y-AS1,
138859454,138863475,2,,
142364198,142364710,7,TRBV24-1,
43300352,43312093,1,,
17019778,17019948,Y,MED13P1,
139036144,139036780,2,,
17053427,17053630,Y,CYCSP46,
142378572,142379076,7,TRBV25-1,
43302603,43312033,1,,
139045599,139046363,2,,
17053629,17053709,Y,,
43307569,43312058,1,,
139064889,139065540,2,,
17460542,17567954,Y,HDHD1P1,
122739619,122740275,12,,
139169636,139170888,2,,
142389237,142389691,7,TRBVA,
17659096,17705211,Y,STSP1,
122806669,122808883,12,,
122830348,122837333,12,,
139175854,139259268,2,,
142403511,142403995,7,TRBV26,
43352268,43354438,1,,
19304706,19305532,Y,SURF6P1,
122849327,122850176,12,,
19612838,19628621,Y,FAM41AY1,
142419212,142419752,7,TRBVB,
43356765,43358101,1,,
139228226,139231502,2,,
122880089,122885404,12,,
43368903,43369583,1,ATP6V1E1P1,
142423173,142423688,7,TRBV27,
139326660,139331818,2,,
19628716,19630918,Y,TUBB1P2,
43424720,43449029,1,,
123048282,123048309,12,,
142428484,142428984,7,TRBV28,
123171672,123200526,12,,
139362080,139370737,2,,
139654721,139655668,2,,
43820355,43824329,1,,
19664680,19691634,Y,NCRNA00230B,
142448053,142448741,7,TRBV29-1,
139659003,139660317,2,,
19722511,19722902,Y,,
123234028,123234133,12,,
43850784,43854826,1,,
19733139,19737712,Y,KIAA0664P1,
123349882,123351568,12,,
140123735,140136717,2,,
142494049,142494098,7,TRBJ2-1,
43913447,43914315,1,,
123413548,123466196,12,,
140227345,140235317,2,,
19740393,19741282,Y,TAF9P1,
142494244,142494294,7,TRBJ2-2,
43919598,43922666,1,,
19833478,19835057,Y,CDY5P,
140426116,140426874,2,MRPS18BP2,
19838632,19838960,Y,,
44165436,44173809,1,,
123459867,123467454,12,,
19841408,19856476,Y,PRYP1,
142494381,142494426,7,TRBJ2-2P,
140490277,140490851,2,,
19868881,19870005,Y,ACTG1P2,
140582465,140583446,2,,
19880862,19889280,Y,XKRY,
142494531,142494579,7,TRBJ2-3,
140861152,140889349,2,,
123565931,123569291,12,,
140974566,140974808,2,,
19881297,19881777,Y,,
123736575,123746030,12,,
140975220,140977937,2,,
19894090,19896695,Y,USP9YP23,
142494682,142494731,7,TRBJ2-4,
140978153,140979054,2,,
44175063,44193014,1,,
19900195,19901364,Y,USP9YP27,
141440929,141441457,2,,
142494803,142494850,7,TRBJ2-5,
44209100,44209409,1,,
19909863,19912576,Y,,
141655992,141656675,2,,
142494923,142494975,7,TRBJ2-6,
44315974,44317405,1,SHMT1P1,
123849500,123850660,12,,
141965651,141965945,2,,
19921687,19937209,Y,OFD1P1Y,
142888747,142895399,2,,
44410042,44412223,1,,
124066767,124069662,12,,
142495140,142495186,7,TRBJ2-7,
19949081,19949408,Y,TCEB1P6,
124192149,124192933,12,,
143300987,143301544,2,,
19993979,19995588,Y,CDY6P,
143611664,143613567,2,,
124205793,124206186,12,RPL27P12,
142498725,142500432,7,TRBC2,
20020635,20022686,Y,USP9YP7,
124457788,124796476,12,,
44509600,44570647,1,,
143850622,143851733,2,,
20024579,20033510,Y,USP9YP6,
143851802,143852284,2,MTND6P11,
143852358,143854124,2,,
143854408,143855576,2,,
124490418,124490772,12,,
20063469,20065380,Y,CDY24P,
142510271,142511084,7,TRBV30,
124690774,124693564,12,,
124867927,124868056,12,,
143855691,143855986,2,,
20096229,20105140,Y,USP9YP34,
44553633,44553765,1,,
124997768,124999359,12,,
89755660,89762183,16,,
143856053,143856398,2,,
44587825,44588184,1,,
125343129,125362549,12,,
143856467,143857502,2,,
20107081,20109132,Y,USP9YP32,
44603514,44604485,1,,
125420001,125420441,12,RPL22P19,
33255217,33264672,9,,
20134179,20135788,Y,CDY8P,
44616473,44617328,1,,
143858499,143858924,2,,
144072003,144238350,2,,
20230369,20230696,Y,TCEB1P12,
44620700,44620973,1,,
79002315,79009108,9,,
125540905,125541127,12,,
144398337,144413748,2,,
20242567,20258088,Y,OFD1P2Y,
44638178,44638391,1,,
125634604,125635940,12,,
144557036,144577168,2,,
44709080,44709945,1,,
126443234,126467920,12,,
49364778,49370618,X,GAGE6,
49364778,49370618,X,GAGE5,
49364778,49370618,X,GAGE4,
144694640,144721723,2,,
20267200,20269988,Y,TRAPPC2P8,
45190179,45191263,1,,
89621708,89622244,10,KLLN,
20278413,20279581,Y,USP9YP15,
145208235,145208545,2,,
145218679,145221645,2,,
20283081,20285685,Y,USP9YP16,
25147231,25150168,12,C12orf77,
145275982,145278683,2,ZEB2-AS1,
20290496,20298913,Y,XKRY,
45224709,45241482,1,,
92040510,92040956,14,C14orf184,
126468248,126470780,12,,
126580538,126588481,12,,
20297998,20298478,Y,XKRY2,
31447124,31448170,16,ZNF843,
20309770,20310894,Y,ACTG1P11,
45245998,45246387,1,,
126652781,126656212,12,,
20323252,20338370,Y,PRYP2,
145324002,145337001,2,,
67183180,67184388,16,B3GNT9,
45309593,45309754,1,,
20340818,20341146,Y,TCEB1P26,
145425534,145940216,2,,
126675924,126709860,12,,
20344721,20346300,Y,CDY9P,
45424229,45425067,1,CCNB1IP1P1,
45453906,45454397,1,,
126842580,126843442,12,,
20438493,20439381,Y,TAF9P2,
12154620,12167127,19,ZNF878,
45457506,45457895,1,,
126843848,126845611,12,,
20442064,20446647,Y,KIAA0664P2,
45535649,45536101,1,,
126885338,126890074,12,,
47778177,47778605,19,PRR24,
45880692,45881016,1,,
126910536,126918554,12,,
45996599,45997811,1,HMGB1P48,
20456873,20457264,Y,,
50193095,50193750,19,C19orf76,
126927027,126957336,12,,
20488139,20515096,Y,,
46111488,46111869,1,RPS15AP10,
220462639,220480915,2,,
46116711,46117498,1,,
20548860,20551037,Y,TUBB1P1,
145445980,145447752,2,,
46160356,46162747,1,,
145512343,145513565,2,,
51422765,51426520,3,,
20551156,20566932,Y,FAM41AY2,
46246949,46247629,1,,
146051845,146089415,2,,
46312664,46313280,1,,
69056959,69083631,4,TMPRSS11BNL,
20602683,20603011,Y,TCEB1P13,
46512490,46514040,1,,
146094798,146095625,2,,
20615036,20634023,Y,OFD1P4Y,
135549123,135693075,5,,
146326862,146345592,2,,
46570628,46570847,1,,
126943008,126943338,12,,
146358475,146360991,2,,
46599043,46604753,1,,
150158132,150174996,5,C5orf62,
20642973,20649286,Y,USP9YP14,
126995456,126996257,12,,
146583853,146585398,2,,
46641158,46642150,1,,
127008794,127009172,12,,
31132378,31133944,6,,
20652801,20656181,Y,USP9YP5,
46836258,46836627,1,,
127094580,127174864,12,,
146672658,146688714,2,,
46897801,46911374,1,,
20653626,20709584,Y,,
32410604,32456891,11,,
146951864,146952389,2,,
147234995,147235681,2,,
577,647,MT,,
648,1601,MT,,
1602,1670,MT,,
1671,3229,MT,,
3230,3304,MT,,
20670463,20670954,Y,XKRYP1,
147345012,147346878,2,PABPC1P2,
3307,4262,MT,MT-ND1,
20691244,20691509,Y,PRYP5,
4263,4331,MT,,
4329,4400,MT,,
4402,4469,MT,,
127100890,127101100,12,,
4470,5511,MT,MT-ND2,
5512,5579,MT,,
5587,5655,MT,,
5657,5729,MT,,
20694212,20694542,Y,TCEB1P7,
5761,5826,MT,,
5826,5891,MT,,
127112718,127174868,12,,
147595317,147607878,2,,
5904,7445,MT,MT-CO1,
20702866,20706014,Y,USP9YP1,
7446,7514,MT,,
7518,7585,MT,,
127175025,127180378,12,,
7586,8269,MT,MT-CO2,
8295,8364,MT,,
46912345,46915376,1,,
147637477,147659500,2,,
8366,8572,MT,,
20740303,20740446,Y,GPM6BP1,
8527,9207,MT,MT-ATP6,
127210816,127230798,12,,
46921495,46948147,1,,
20743092,20752407,Y,TTTY9B,
9207,9990,MT,MT-CO3,
148567915,148568346,2,,
9991,10058,MT,,
47004368,47035926,1,,
10059,10404,MT,MT-ND3,
10405,10469,MT,,
148656970,148660525,2,,
10470,10766,MT,MT-ND4L,
10760,12137,MT,MT-ND4,
12138,12206,MT,,
12207,12265,MT,,
12266,12336,MT,,
149053225,149054248,2,,
20743949,20790963,Y,OFD1P5Y,
12337,14148,MT,MT-ND5,
149352727,149352897,2,,
14149,14673,MT,MT-ND6,
14674,14742,MT,,
47131584,47132082,1,,
14747,15887,MT,MT-CYB,
15888,15953,MT,,
15956,16023,MT,,
306269,309372,20,,
47137500,47139266,1,C1orf223,
149621133,149621373,2,,
20811557,20812165,Y,RAB9AP4,
5971589,5986467,20,,
149627593,149627950,2,,
20817406,20818076,Y,TRAPPC2P7,
149629822,149630366,2,,
10642578,10643711,20,,
149635630,149643156,2,,
20835919,20901083,Y,OFD1P6Y,
21591425,21684223,20,,
149925146,149925424,2,,
24911284,24913619,20,,
48864180,48883632,20,,
150177107,150177950,2,FAM8A3P,
47139708,47157770,1,,
150296411,150296941,2,,
127214333,127256957,12,,
56130115,56134053,20,,
20891768,20901083,Y,TTTY9A,
150443710,150704747,2,,
59205912,59228954,20,,
61601336,61604389,20,,
150624020,150715705,2,,
47207866,47208814,1,,
61640735,61716268,20,,
47357301,47358486,1,,
20903729,20903872,Y,GPM6BP2,
570957,578655,4,,
20934594,20990548,Y,,
47540463,47541651,1,,
1203908,1212363,4,,
47630182,47631592,1,,
4034897,4076780,4,,
151027937,151157594,2,,
20938165,20941313,Y,USP9YP2,
47643841,47644943,1,,
20949636,20949966,Y,TCEB1P14,
127349011,127349968,12,,
9181486,9383121,4,,
47644922,47645829,1,,
20952595,20952937,Y,PRYP6,
151091406,151113521,2,,
127354036,127359236,12,,
20973224,20973715,Y,XKRYP2,
47691469,47696422,1,,
151409046,151428735,2,,
20987993,20991373,Y,USP9YP10,
47846600,47874149,1,,
13527943,13535959,4,,
20994888,21001199,Y,USP9YP28,
151422648,151424594,2,,
47897805,47900313,1,,
16228286,16259810,4,,
151451616,151476581,2,,
21010150,21029166,Y,OFD1P7Y,
127359367,127360778,12,,
57276808,57289623,4,,
151468895,151491862,2,,
47963564,47964011,1,RPL21P24,
75144014,75196255,4,,
103698194,103720732,4,,
127396580,127396868,12,,
48015868,48016425,1,,
127399766,127544946,12,,
21033988,21034158,Y,MTCYBP2,
119199914,119200974,4,SNHG8,
48154135,48169055,1,,
21034387,21239302,Y,NCRNA00185,
48226804,48231219,1,,
119585252,119605621,4,,
48231308,48267295,1,,
129431493,129436412,4,,
151839020,151859988,2,,
127629617,127631077,12,,
134178445,134184190,4,,
151974469,152042723,2,,
48283738,48285909,1,,
152042702,152043109,2,FABP5P10,
48459703,48460272,1,,
153855672,153857989,4,,
152954842,152965716,2,,
127759012,127768828,12,,
1774313,1784348,8,,
48519217,48532873,1,,
21147422,21148284,Y,,
12064280,12312147,8,,
21154139,21154595,Y,CD24P4,
152988069,152988359,2,,
127802254,127804531,12,,
12394588,12523137,8,,
21489455,21490459,Y,GAPDHP19,
48544459,48547868,1,,
153246451,153247144,2,,
21617317,21665039,Y,BCORP1,
197569,202605,2,,
127808700,127824617,12,,
48555040,48555306,1,,
127828803,127828947,12,,
153707170,153707338,2,,
48567387,48627543,1,SKINTL,
286419,301515,2,,
128082713,128084260,12,,
28779448,28922453,8,,
153733334,153734281,2,UBQLN4P2,
54811569,54821517,8,,
128108698,128110812,12,,
154015452,154016197,2,,
48630301,48648100,1,,
68256069,68404082,8,,
128115793,128121012,12,,
154028501,154058240,2,,
305841,309379,2,,
81806189,81864554,8,,
86776919,86804581,8,,
154064600,154064677,2,,
48671637,48672515,1,,
317912,342118,2,,
102996660,103006905,8,,
154194219,154213936,2,,
48790762,48791795,1,,
388412,416885,2,,
48901639,48902895,1,,
128938355,128943402,8,,
